model,title,price,rating,reviews
lamp,"Globe Electric 67065 58"" Floor Lamp, Matte Black, White Linen Shade, On/Off Socket Rotary Switch, Floor Lamp for Living Room, Floor Lamp for Bedroom, Home Improvement, Home Office Accessories","$41.30,$60.99",4.2 out of 5 stars,"3,669"
lamp,,,,
lamp,"Globe Electric 67065 58"" Floor Lamp, Matte Black, White Linen Shade, On/Off Socket Rotary Switch, Floor Lamp for Living Room, Floor Lamp for Bedroom, Home Improvement, Home Office Accessories","$41.30,$60.99",4.2 out of 5 stars,"3,669"
lamp,"Globe Electric 67065 58"" Floor Lamp, Matte Black, White Linen Shade, On/Off Socket Rotary Switch, Floor Lamp for Living Room, Floor Lamp for Bedroom, Home Improvement, Home Office Accessories",,,
lamp,,,4.2 out of 5 stars,"3,669"
lamp,,"$41.30,$60.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"LED Desk Lamp, Consciot 12W Desk Light with USB Charging Port, 5 Lighting Modes 7 Brightness Levels, Dimmable & Adjustable, Touch-Sensitive Control, 30/60 min Auto Timer, Black","$19.51,$29.99",4.7 out of 5 stars,"2,573"
lamp,,,,
lamp,"LED Desk Lamp, Consciot 12W Desk Light with USB Charging Port, 5 Lighting Modes 7 Brightness Levels, Dimmable & Adjustable, Touch-Sensitive Control, 30/60 min Auto Timer, Black","$19.51,$29.99",4.7 out of 5 stars,"2,573"
lamp,"LED Desk Lamp, Consciot 12W Desk Light with USB Charging Port, 5 Lighting Modes 7 Brightness Levels, Dimmable & Adjustable, Touch-Sensitive Control, 30/60 min Auto Timer, Black",,,
lamp,,,4.7 out of 5 stars,"2,573"
lamp,,"$19.51,$29.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Globe Electric 67136 72"" Torchiere Floor Lamp + Adjustable Reading Light, Matte White, Frosted Plastic Shade, 3-Step Rotary Switch on Floor Lamp Socket, Home Improvement, Home Office Accessories","$29.96,$32.99",4.4 out of 5 stars,"4,908"
lamp,,,,
lamp,"Globe Electric 67136 72"" Torchiere Floor Lamp + Adjustable Reading Light, Matte White, Frosted Plastic Shade, 3-Step Rotary Switch on Floor Lamp Socket, Home Improvement, Home Office Accessories","$29.96,$32.99",4.4 out of 5 stars,"4,908"
lamp,"Globe Electric 67136 72"" Torchiere Floor Lamp + Adjustable Reading Light, Matte White, Frosted Plastic Shade, 3-Step Rotary Switch on Floor Lamp Socket, Home Improvement, Home Office Accessories",,,
lamp,,,4.4 out of 5 stars,"4,908"
